director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,Genre,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
John Glen,105.0,130.0,46.0,162.0,387.0,51185897.0,Action,The Living Daylights ,69457,1233,1.0,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271.0,English,30000000.0,1987.0,244.0,2.35,0,High
Nimród Antal,351.0,107.0,190.0,520.0,2000.0,52000688.0,Action,Predators ,171418,4243,0.0,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619.0,English,40000000.0,2010.0,1000.0,2.35,17000,High
Ivan Reitman,16.0,116.0,425.0,204.0,954.0,49851591.0,Comedy,Legal Eagles ,7900,2179,3.0,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34.0,English,40000000.0,1986.0,568.0,2.35,263,High
David Koepp,195.0,96.0,192.0,501.0,40000.0,47781388.0,Mystery,Secret Window ,147504,41293,1.0,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531.0,English,40000000.0,2004.0,534.0,2.35,0,High
Alejandro Agresti,175.0,99.0,18.0,211.0,18000.0,52320979.0,Drama,The Lake House ,114321,18693,0.0,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,548.0,English,40000000.0,2006.0,426.0,2.35,0,High
Iain Softley,193.0,104.0,34.0,280.0,545.0,47806295.0,Horror,The Skeleton Key ,87447,1274,0.0,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371.0,English,43000000.0,2005.0,351.0,2.35,0,High
Peter Hedges,169.0,105.0,54.0,988.0,3000.0,51853450.0,Comedy,The Odd Life of Timothy Green ,37398,9069,0.0,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,110.0,English,25000000.0,2012.0,2000.0,1.85,11000,High
Paul Weiland,128.0,101.0,10.0,681.0,1000.0,46012734.0,Comedy,Made of Honor ,54421,4298,2.0,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,101.0,English,40000000.0,2008.0,689.0,2.35,3000,High
Clint Eastwood,249.0,134.0,16000.0,235.0,880.0,47034272.0,Biography,Jersey Boys ,25465,2281,1.0,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,190.0,English,40000000.0,2014.0,413.0,2.35,16000,High
Francis Ford Coppola,91.0,135.0,0.0,913.0,13000.0,45856732.0,Crime,The Rainmaker ,46221,16762,1.0,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141.0,English,40000000.0,1997.0,936.0,2.35,0,High
Mathieu Kassovitz,207.0,98.0,326.0,416.0,21000.0,59588068.0,Horror,Gothika ,89557,22318,1.0,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,376.0,English,40000000.0,2003.0,534.0,1.85,0,High
Steven Spielberg,77.0,155.0,14000.0,11000.0,12000.0,44175394.0,Drama,Amistad ,56509,37570,2.0,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,227.0,English,36000000.0,1997.0,11000.0,1.85,0,High
John McTiernan,25.0,106.0,323.0,0.0,472.0,45500797.0,Adventure,Medicine Man ,17443,519,2.0,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56.0,English,40000000.0,1992.0,47.0,2.35,694,High
Colin Strause,211.0,102.0,25.0,473.0,1000.0,41797066.0,Action,Aliens vs. Predator: Requiem ,92789,4324,0.0,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,998.0,English,40000000.0,2007.0,741.0,2.35,0,Medium
Donald Petrie,19.0,95.0,80.0,287.0,3000.0,38087756.0,Comedy,Ri¢hie Ri¢h ,49612,4634,1.0,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39.0,English,40000000.0,1994.0,450.0,1.85,0,Medium
Joan Chen,101.0,103.0,643.0,586.0,24000.0,37752931.0,Drama,Autumn in New York ,20201,26938,2.0,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,180.0,English,40000000.0,2000.0,1000.0,1.85,0,High
Marc Lawrence,175.0,95.0,30.0,664.0,799.0,50562555.0,Comedy,Music and Lyrics ,81334,2787,4.0,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291.0,English,,2007.0,690.0,1.85,0,High
Greg Mottola,342.0,109.0,99.0,57.0,176.0,37371385.0,Adventure,Paul ,192462,390,0.0,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334.0,English,40000000.0,2011.0,61.0,2.35,42000,High
Anne Fletcher,147.0,95.0,98.0,78.0,405.0,37101011.0,Comedy,The Guilt Trip ,30394,1070,1.0,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,103.0,English,40000000.0,2012.0,358.0,2.35,0,High
Wes Craven,420.0,111.0,0.0,687.0,2000.0,38176892.0,Horror,Scream 4 ,104119,4486,0.0,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518.0,English,40000000.0,2011.0,741.0,2.35,26000,High
Joel Schumacher,138.0,123.0,541.0,173.0,12000.0,36283504.0,Mystery,8MM ,104564,12970,1.0,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,587.0,English,40000000.0,1999.0,638.0,2.35,0,High
Oliver Stone,82.0,140.0,0.0,552.0,720.0,35183792.0,Biography,The Doors ,68159,3044,1.0,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,209.0,English,38000000.0,1991.0,576.0,2.35,0,High
Jake Kasdan,201.0,94.0,52.0,214.0,683.0,38543473.0,Comedy,Sex Tape ,84382,1488,2.0,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,158.0,English,40000000.0,2014.0,392.0,1.85,0,Medium
Diane Keaton,82.0,94.0,0.0,235.0,374.0,36037909.0,Comedy,Hanging Up ,10132,1238,3.0,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130.0,English,60000000.0,2000.0,258.0,1.85,390,Medium
Steven Quale,277.0,92.0,77.0,495.0,703.0,42575718.0,Horror,Final Destination 5 ,83788,3074,0.0,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227.0,English,40000000.0,2011.0,682.0,2.35,20000,High
Kelly Makin,90.0,102.0,6.0,584.0,711.0,33864342.0,Comedy,Mickey Blue Eyes ,29968,2913,1.0,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117.0,English,40000000.0,1999.0,683.0,1.85,445,High
Mimi Leder,157.0,123.0,75.0,754.0,18000.0,33508922.0,Drama,Pay It Forward ,95860,23920,2.0,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,660.0,English,40000000.0,2000.0,3000.0,1.85,16000,High
Bobby Farrelly,124.0,104.0,101.0,223.0,787.0,42071069.0,Comedy,Fever Pitch ,36223,1827,1.0,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208.0,English,30000000.0,2005.0,299.0,2.35,0,High
,3.0,30.0,,12.0,51.0,,Animation,Arthur             ,8495,108,0.0,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,43.0,English,,,21.0,1.33,301,High
Steven Brill,146.0,102.0,65.0,490.0,1000.0,32853640.0,Comedy,Drillbit Taylor ,50199,3239,1.0,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,101.0,English,40000000.0,2008.0,613.0,2.35,702,High
Seth MacFarlane,303.0,136.0,3000.0,3000.0,14000.0,42615685.0,Comedy,A Million Ways to Die in the West ,136093,28927,3.0,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,416.0,English,40000000.0,2014.0,9000.0,2.35,24000,High
Russell Mulcahy,70.0,93.0,85.0,510.0,924.0,32055248.0,Action,The Shadow ,18723,2711,0.0,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,146.0,English,25000000.0,1994.0,595.0,1.85,0,High
Stephen Daldry,283.0,129.0,335.0,64.0,15000.0,31836745.0,Adventure,Extremely Loud & Incredibly Close ,81298,15595,1.0,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,341.0,English,40000000.0,2011.0,467.0,2.35,39000,High
Roger Michell,212.0,107.0,50.0,58.0,293.0,30993544.0,Comedy,Morning Glory ,58871,621,0.0,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156.0,English,40000000.0,2010.0,117.0,2.35,0,High
Jim Sheridan,98.0,117.0,260.0,441.0,1000.0,30981850.0,Biography,Get Rich or Die Tryin' ,35834,3969,0.0,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,284.0,English,40000000.0,2005.0,1000.0,2.35,0,Medium
Christian Duguay,110.0,116.0,18.0,249.0,2000.0,30199105.0,Action,The Art of War ,25346,3753,0.0,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167.0,English,40000000.0,2000.0,1000.0,2.35,470,High
Chris Columbus,146.0,135.0,0.0,715.0,3000.0,29077547.0,Drama,Rent ,41685,5917,1.0,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754.0,English,40000000.0,2005.0,1000.0,2.35,3000,High
Chuck Russell,100.0,107.0,55.0,294.0,3000.0,29374178.0,Crime,Bless the Child ,12093,4565,0.0,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188.0,English,40000000.0,2000.0,941.0,2.35,394,Medium
Sam Weisman,62.0,90.0,39.0,210.0,607.0,28535768.0,Comedy,The Out-of-Towners ,10446,1335,2.0,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105.0,English,40000000.0,1999.0,322.0,1.85,279,Medium
John Frankenheimer,70.0,99.0,287.0,44.0,10000.0,27663982.0,Horror,The Island of Dr. Moreau ,26051,10469,2.0,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164.0,English,40000000.0,1996.0,368.0,2.35,0,Medium
Peter Hyams,107.0,104.0,0.0,327.0,964.0,27053815.0,Action,The Musketeer ,12856,2888,0.0,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,291.0,English,40000000.0,2001.0,931.0,2.35,299,Medium
Justin Chadwick,169.0,115.0,56.0,19000.0,20000.0,26814957.0,Biography,The Other Boleyn Girl ,84357,77823,3.0,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,252.0,English,35000000.0,2008.0,19000.0,1.85,0,High
Pat O'Connor,94.0,119.0,7.0,903.0,18000.0,25178165.0,Drama,Sweet November ,70292,29484,1.0,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274.0,English,40000000.0,2001.0,9000.0,1.85,8000,High
Stephen Hopkins,190.0,99.0,81.0,135.0,327.0,25117498.0,Horror,The Reaping ,37412,960,0.0,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178.0,English,40000000.0,2007.0,253.0,2.35,0,High
Martin Scorsese,112.0,112.0,17000.0,354.0,22000.0,32645.0,Crime,Mean Streets ,67797,23737,0.0,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223.0,English,500000.0,1973.0,926.0,1.85,0,High
Penny Marshall,12.0,128.0,545.0,353.0,783.0,24332324.0,Comedy,Renaissance Man ,13830,3126,1.0,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,40000000.0,1994.0,754.0,1.85,680,High
Olivier Megaton,201.0,112.0,118.0,674.0,877.0,36665854.0,Action,Colombiana ,76498,3432,0.0,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,203.0,English,40000000.0,2011.0,738.0,2.35,15000,High
Frederik Du Chau,34.0,86.0,7.0,795.0,10000.0,22717758.0,Adventure,The Magic Sword: Quest for Camelot ,11156,14275,0.0,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67.0,English,40000000.0,1998.0,908.0,1.85,0,High
Michael Caton-Jones,104.0,108.0,105.0,616.0,22000.0,22433915.0,Crime,City by the Sea ,21319,34377,1.0,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,60000000.0,2002.0,11000.0,2.35,416,High
Irwin Winkler,55.0,128.0,34.0,685.0,978.0,22326247.0,Drama,At First Sight ,11232,3821,1.0,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,106.0,English,60000000.0,1999.0,886.0,1.85,0,High
Joseph Kahn,86.0,84.0,33.0,1000.0,1000.0,21176322.0,Action,Torque ,23747,5039,0.0,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207.0,English,40000000.0,2004.0,1000.0,2.35,0,Medium
Harold Becker,50.0,111.0,17.0,889.0,14000.0,20300000.0,Drama,City Hall ,16741,17877,2.0,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60.0,English,40000000.0,1996.0,940.0,1.85,309,High
Paul Verhoeven,181.0,131.0,719.0,683.0,16000.0,20302961.0,Drama,Showgirls ,49874,18913,0.0,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450.0,English,45000000.0,1995.0,893.0,2.35,0,Medium
Sofia Coppola,260.0,123.0,0.0,826.0,4000.0,15962471.0,Biography,Marie Antoinette ,79892,7243,1.0,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,40000000.0,2006.0,887.0,1.85,0,High
Barbet Schroeder,40.0,101.0,58.0,497.0,12000.0,14942422.0,Action,Kiss of Death ,14226,14008,3.0,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60.0,English,40000000.0,1995.0,975.0,1.85,555,High
Stephen Kay,102.0,102.0,19.0,351.0,13000.0,14967182.0,Action,Get Carter ,27305,14463,1.0,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284.0,English,40000000.0,2000.0,530.0,2.35,604,Medium
Elaine May,49.0,107.0,124.0,572.0,636.0,14375181.0,Action,Ishtar ,8692,3374,2.0,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,51000000.0,1987.0,631.0,1.85,754,Medium
Stephen Herek,86.0,103.0,65.0,311.0,11000.0,14448589.0,Comedy,Life or Something Like It ,19364,12566,2.0,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,40000000.0,2002.0,944.0,2.35,835,High
John Carpenter,40.0,99.0,0.0,402.0,782.0,14358033.0,Comedy,Memoirs of an Invisible Man ,17365,2125,2.0,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,40000000.0,1992.0,658.0,2.35,630,High
Dennie Gordon,70.0,91.0,29.0,762.0,976.0,14018364.0,Comedy,New York Minute ,17722,3974,1.0,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111.0,English,30000000.0,2004.0,799.0,1.85,849,Medium
Charles Shyer,135.0,103.0,14.0,624.0,865.0,13395939.0,Comedy,Alfie ,43442,3639,4.0,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146.0,English,60000000.0,2004.0,826.0,1.85,0,High
Ken Kwapis,125.0,107.0,42.0,171.0,875.0,20113965.0,Biography,Big Miracle ,15231,1702,3.0,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,40000000.0,2012.0,596.0,2.35,0,High
Ulu Grosbard,54.0,106.0,22.0,613.0,2000.0,13376506.0,Drama,The Deep End of the Ocean ,10413,4327,1.0,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111.0,English,40000000.0,1999.0,642.0,1.85,579,High
William Malone,104.0,101.0,37.0,595.0,2000.0,13208023.0,Crime,Feardotcom ,17309,4262,1.0,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388.0,English,42000000.0,2002.0,886.0,2.35,612,Low
Paul Weitz,157.0,109.0,80.0,835.0,14000.0,13838130.0,Action,Cirque du Freak: The Vampire's Assistant ,35990,20503,3.0,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157.0,English,40000000.0,2009.0,4000.0,2.35,0,High
Paul McGuigan,159.0,110.0,118.0,287.0,11000.0,5773519.0,Drama,Victor Frankenstein ,28618,12876,2.0,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91.0,English,40000000.0,2015.0,1000.0,2.35,11000,High
Danny DeVito,78.0,89.0,0.0,500.0,1000.0,9652000.0,Comedy,Duplex ,46205,3096,0.0,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147.0,English,40000000.0,2003.0,627.0,1.85,0,High
Malcolm D. Lee,88.0,100.0,92.0,706.0,1000.0,12081447.0,Comedy,Soul Men ,7794,4103,2.0,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25.0,English,,2008.0,760.0,2.35,866,High
Jerry Jameson,32.0,119.0,5.0,249.0,521.0,7000000.0,Action,Raise the Titanic ,2933,1883,0.0,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70.0,English,36000000.0,1980.0,372.0,2.35,328,Medium
Mic Rodgers,75.0,83.0,7.0,485.0,2000.0,10431220.0,Action,Universal Soldier: The Return ,24216,4024,0.0,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162.0,English,24000000.0,1999.0,577.0,1.85,401,Medium
Christian Alvart,219.0,108.0,22.0,61.0,12000.0,10326062.0,Action,Pandorum ,121432,14127,0.0,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,33000000.0,2009.0,2000.0,2.35,10000,High
Gary Fleder,83.0,102.0,39.0,259.0,1000.0,6114237.0,Drama,Impostor ,19986,2664,4.0,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,40000000.0,2001.0,1000.0,1.85,892,High
Christian Duguay,53.0,93.0,18.0,443.0,3000.0,4835968.0,Action,Extreme Ops ,4821,4123,0.0,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82.0,English,40000000.0,2002.0,545.0,2.35,158,Medium
Jean-Marie Poiré,61.0,84.0,8.0,219.0,545.0,4777007.0,Comedy,Just Visiting ,15130,1149,3.0,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98.0,English,40000000.0,2001.0,248.0,2.35,565,High
Danny Boyle,308.0,107.0,0.0,167.0,11000.0,3675072.0,Adventure,Sunshine ,190132,11623,0.0,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801.0,English,26000000.0,2007.0,372.0,2.35,15000,High
Brian Robbins,70.0,91.0,48.0,39.0,61.0,18438149.0,Comedy,A Thousand Words ,30842,222,8.0,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,40000000.0,2012.0,46.0,2.35,0,High
Marc F. Adler,41.0,94.0,0.0,379.0,795.0,511920.0,Adventure,Delgo ,2458,2449,1.0,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,40000000.0,2008.0,754.0,1.85,211,Medium
Pierre Morel,224.0,115.0,180.0,87.0,1000.0,10640645.0,Action,The Gunman ,28429,1686,0.0,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110.0,English,40000000.0,2015.0,535.0,2.35,0,High
Geoffrey Sax,66.0,93.0,13.0,173.0,15000.0,652526.0,Action,Alex Rider: Operation Stormbreaker ,20201,15638,3.0,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187.0,English,40000000.0,2006.0,460.0,2.35,823,Medium
D.J. Caruso,253.0,105.0,154.0,502.0,884.0,80050171.0,Drama,Disturbia ,186982,2288,0.0,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,20000000.0,2007.0,617.0,1.85,0,High
Iain Softley,79.0,107.0,34.0,472.0,11000.0,7564000.0,Comedy,Hackers ,54650,13821,1.0,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223.0,English,20000000.0,1995.0,922.0,2.35,12000,High
Richard Shepard,94.0,101.0,47.0,2.0,499.0,876671.0,Adventure,The Hunting Party ,22010,504,2.0,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90.0,English,25000000.0,2007.0,3.0,2.35,0,High
Joel Coen,77.0,111.0,0.0,385.0,1000.0,2869369.0,Comedy,The Hudsucker Proxy ,65474,2612,2.0,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211.0,English,30000000.0,1994.0,970.0,1.85,0,High
Peter Ho-Sun Chan,106.0,113.0,31.0,483.0,5000.0,128978.0,Action,The Warlords ,22897,6267,2.0,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61.0,Mandarin,40000000.0,2007.0,755.0,2.35,0,High
Sergey Bodrov,30.0,112.0,44.0,533.0,1000.0,77231.0,Drama,Nomad: The Warrior ,3322,2115,0.0,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32.0,Kazakh,25000000.0,2005.0,580.0,2.35,265,High
Joon-ho Bong,488.0,126.0,584.0,398.0,11000.0,4563029.0,Action,Snowpiercer ,181472,12286,5.0,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514.0,English,39200000.0,2013.0,557.0,1.85,58000,High
Bibo Bergeron,63.0,90.0,10.0,541.0,1000.0,,Adventure,A Monster in Paris ,15790,3243,0.0,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40.0,French,25000000.0,2011.0,559.0,1.85,0,High
Jeff Nathanson,42.0,93.0,23.0,596.0,2000.0,463730.0,Comedy,The Last Shot ,3789,5240,10.0,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39.0,English,,2004.0,894.0,1.85,89,High
Robert Schwentke,214.0,107.0,124.0,100.0,152.0,63411478.0,Drama,The Time Traveler's Wife ,114925,568,1.0,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234.0,English,39000000.0,2009.0,142.0,2.35,13000,High
Michael Lehmann,110.0,102.0,36.0,433.0,747.0,42640890.0,Comedy,Because I Said So ,32412,1930,1.0,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184.0,English,,2007.0,452.0,1.85,0,High
Rob Cohen,187.0,106.0,357.0,4000.0,23000.0,144512310.0,Action,The Fast and the Furious ,272227,45327,2.0,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988.0,English,38000000.0,2001.0,14000.0,2.35,14000,High
Tim Burton,370.0,87.0,13000.0,787.0,940.0,35287788.0,Animation,Frankenweenie ,73886,4774,0.0,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165.0,English,39000000.0,2012.0,925.0,1.85,25000,High
Charles S. Dutton,76.0,110.0,534.0,511.0,865.0,5881504.0,Biography,Against the Ropes ,5917,2972,2.0,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50.0,English,39000000.0,2004.0,534.0,2.35,177,Medium
Richard Lester,95.0,125.0,44.0,420.0,593.0,60000000.0,Action,Superman III ,49934,2329,1.0,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224.0,English,39000000.0,1983.0,542.0,2.35,0,Medium
Peter Segal,211.0,113.0,88.0,785.0,22000.0,29802761.0,Comedy,Grudge Match ,46480,36009,1.0,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115.0,English,40000000.0,2013.0,13000.0,1.85,12000,High
John Woo,160.0,150.0,610.0,478.0,755.0,626809.0,Action,Red Cliff ,36894,2172,4.0,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105.0,Mandarin,553632000.0,2008.0,643.0,2.35,0,High
Andy Tennant,97.0,108.0,72.0,559.0,982.0,127214072.0,Comedy,Sweet Home Alabama ,83786,4251,1.0,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,38000000.0,2002.0,935.0,2.35,0,High
Robert Luketic,174.0,96.0,126.0,954.0,18000.0,88915214.0,Comedy,The Ugly Truth ,163665,22436,2.0,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169.0,English,38000000.0,2009.0,957.0,2.35,9000,High
Jonathan Lynn,23.0,93.0,36.0,275.0,592.0,30400000.0,Comedy,Sgt. Bilko ,17810,2176,2.0,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73.0,English,39000000.0,1996.0,516.0,2.35,478,High
Robert Rodriguez,103.0,100.0,0.0,1000.0,12000.0,85570368.0,Action,Spy Kids 2: Island of Lost Dreams ,44885,18291,1.0,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107.0,English,38000000.0,2002.0,2000.0,1.85,478,Medium
David Carson,98.0,118.0,18.0,906.0,1000.0,75668868.0,Action,Star Trek: Generations ,60504,6427,0.0,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249.0,English,35000000.0,1994.0,946.0,2.35,0,High
Kar-Wai Wong,273.0,122.0,0.0,7.0,643.0,6594136.0,Action,The Grandmaster ,24557,943,1.0,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111.0,Mandarin,38600000.0,2013.0,290.0,2.35,13000,High
Francis Lawrence,279.0,120.0,508.0,1000.0,21000.0,58700247.0,Drama,Water for Elephants ,95367,36062,1.0,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260.0,English,38000000.0,2011.0,11000.0,2.35,33000,High
Yuefeng Song,4.0,88.0,0.0,46.0,76.0,,Adventure,Dragon Nest: Warriors' Dawn ,2169,196,0.0,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18.0,English,40000000.0,2014.0,47.0,,0,High
Michael Apted,98.0,115.0,150.0,789.0,970.0,39177215.0,Crime,Enough ,30667,3770,1.0,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234.0,English,38000000.0,2002.0,919.0,2.35,0,High
David Mirkin,116.0,123.0,7.0,692.0,931.0,40334024.0,Comedy,Heartbreakers ,44168,2912,3.0,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216.0,English,35000000.0,2001.0,754.0,2.35,989,High
Andy Fickman,76.0,94.0,99.0,377.0,598.0,71038190.0,Action,Paul Blart: Mall Cop 2 ,23473,3552,1.0,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123.0,English,30000000.0,2015.0,557.0,1.85,8000,Medium
Luis Mandoki,106.0,102.0,43.0,280.0,308.0,24044532.0,Drama,Angel Eyes ,19686,1440,0.0,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,38000000.0,2001.0,285.0,1.85,689,High
John Pasquin,55.0,98.0,11.0,466.0,854.0,22770864.0,Comedy,Joe Somebody ,8433,2765,1.0,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85.0,English,38000000.0,2001.0,543.0,1.85,168,High
Roman Polanski,172.0,133.0,2000.0,541.0,40000.0,18653746.0,Mystery,The Ninth Gate ,137722,42344,1.0,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638.0,English,38000000.0,1999.0,903.0,2.35,0,High
Michael Apted,47.0,118.0,150.0,182.0,24000.0,17305211.0,Crime,Extreme Measures ,14066,24547,0.0,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75.0,English,38000000.0,1996.0,210.0,2.35,352,High
Stephen Herek,107.0,105.0,65.0,108.0,628.0,16991902.0,Drama,Rock Star ,34592,1265,0.0,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191.0,English,57000000.0,2001.0,316.0,2.35,0,High
Lee Daniels,323.0,109.0,304.0,736.0,940.0,47536959.0,Drama,Precious ,86955,3277,0.0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,10000000.0,2009.0,906.0,1.85,12000,High
